2.77	10.8866	13.0165	8.75681
2.82	11.0315	13.1942	8.86875
2.87	11.1766	13.3722	8.98091
2.92	11.3219	13.5504	9.09326
2.97	11.4673	13.7289	9.20581


0	3.33608	0.512698
1.77778	4.89427	1.03797
3.55556	4.07179	0.256817
5.33333	3.09854	0.998698
7.11111	8.57433	0.720161
8.88889	9.01587	0.817532
10.6667	2.36514	0.667421
12.4444	7.6019	1.19105
14.2222	16.0286	0.932486
16	7.15341	0.78906


0	3.38565	3.56814	3.20316
0.05	3.40604	3.60024	3.21183
0.1	3.42892	3.63512	3.22273
0.15	3.4543	3.67274	3.23586
0.2	3.48212	3.71307	3.25117
0.25	3.51235	3.75608	3.26863
0.3	3.54494	3.80169	3.28819
0.35	3.57981	3.84983	3.30979
0.4	3.61689	3.90041	3.33337
0.45	3.65608	3.95333	3.35883
0.5	3.69728	4.00848	3.38609
0.55	3.74039	4.06574	3.41504
0.6	3.78527	4.12496	3.44559
0.65	3.8318	4.18601	3.4776
0.7	3.87984	4.24872	3.51096
0.75	3.92922	4.31293	3.54552
0.8	3.9798	4.37846	3.58115
0.85	4.03141	4.44513	3.61769
0.9	4.08387	4.51274	3.655
0.95	4.13701	4.5811	3.69292
1	4.19064	4.65001	3.73127
1.05	4.24456	4.71924	3.76988
1.1	4.2986	4.7886	3.8086
1.15	4.35254	4.85785	3.84722
1.2	4.40618	4.92677	3.88559
1.25	4.45934	4.99516	3.92352
1.3	4.51179	5.06276	3.96083
1.35	4.56335	5.12938	3.99733
1.4	4.6138	5.19477	4.03284
1.45	4.66295	5.25871	4.06719
1.5	4.7106	5.32099	4.1002
1.55	4.75654	5.38139	4.13169
1.6	4.8006	5.4397	4.1615
1.65	4.84257	5.4957	4.18944
1.7	4.88228	5.5492	4.21537
1.75	4.91956	5.6	4.23912
1.8	4.95422	5.64791	4.26054
1.85	4.98612	5.69276	4.27948
1.9	5.0151	5.73437	4.29582
1.95	5.041	5.77258	4.30942
2	5.06371	5.80726	4.32017
2.05	5.08309	5.83825	4.32794
2.1	5.09904	5.86543	4.33264
2.15	5.11144	5.88869	4.33418
2.2	5.12021	5.90794	4.33249
2.25	5.12527	5.92307	4.32748
2.3	5.12657	5.93404	4.3191
2.35	5.12404	5.94077	4.30731
2.4	5.11764	5.94322	4.29207
2.45	5.10737	5.94138	4.27336
2.5	5.0932	5.93523	4.25118
2.55	5.07515	5.92477	4.22553
2.6	5.05323	5.91003	4.19642
2.65	5.02748	5.89105	4.1639
2.7	4.99794	5.86789	4.128
2.75	4.9647	5.84061	4.08878
2.8	4.92781	5.80931	4.04632
2.85	4.88739	5.77409	4.00069
2.9	4.84354	5.73507	3.95201
2.95	4.79638	5.69239	3.90037
3	4.74605	5.6462	3.8459
3.05	4.69271	5.59667	3.78874
3.1	4.63652	5.544	3.72904
3.15	4.57766	5.48836	3.66695
3.2	4.51633	5.42999	3.60266
3.25	4.45272	5.36911	3.53634
3.3	4.38707	5.30595	3.46818
3.35	4.31959	5.24077	3.3984
3.4	4.25052	5.17384	3.3272
3.45	4.18012	5.10543	3.25482
3.5	4.10864	5.03583	3.18146
3.55	4.03636	4.96533	3.10739
3.6	3.96354	4.89424	3.03284
3.65	3.89047	4.82287	2.95807
3.7	3.81744	4.75155	2.88333
3.75	3.74474	4.68059	2.80889
3.8	3.67267	4.61033	2.735
3.85	3.60153	4.54111	2.66196
3.9	3.53163	4.47325	2.59001
3.95	3.46328	4.4071	2.51945
4	3.39677	4.343	2.45054
4.05	3.33243	4.2813	2.38355
4.1	3.27054	4.22232	2.31877
4.15	3.21143	4.1664	2.25646
4.2	3.15538	4.11388	2.19688
4.25	3.10269	4.06508	2.14031
4.3	3.05366	4.02032	2.08699
4.35	3.00856	3.97993	2.0372
4.4	2.96768	3.9442	1.99116
4.45	2.93128	3.91343	1.94913
4.5	2.89962	3.88791	1.91133
4.55	2.87295	3.86791	1.87798
4.6	2.8515	3.8537	1.8493
4.65	2.83551	3.84553	1.8255
4.7	2.82519	3.84363	1.80675
4.75	2.82073	3.84823	1.79323
4.8	2.82232	3.85952	1.78512
4.85	2.83013	3.8777	1.78256
4.9	2.84431	3.90293	1.78569
4.95	2.86499	3.93536	1.79463
5	2.89231	3.97513	1.80948
5.05	2.92635	4.02235	1.83034
5.1	2.96719	4.07711	1.85728
5.15	3.01491	4.13947	1.89036
5.2	3.06955	4.20949	1.92961
5.25	3.13112	4.28719	1.97505
5.3	3.19964	4.37258	2.02669
5.35	3.27508	4.46563	2.08452
5.4	3.3574	4.56631	2.14849
5.45	3.44655	4.67455	2.21856
5.5	3.54246	4.79025	2.29466
5.55	3.645	4.91332	2.37669
5.6	3.75407	5.0436	2.46454
5.65	3.86952	5.18095	2.55809
5.7	3.99119	5.32519	2.65719
5.75	4.11889	5.4761	2.76167
5.8	4.25241	5.63346	2.87136
5.85	4.39154	5.79703	2.98605
5.9	4.53603	5.96652	3.10553
5.95	4.6856	6.14166	3.22955
6	4.84	6.32212	3.35787
6.05	4.9989	6.50758	3.49022
6.1	5.162	6.69768	3.62631
6.15	5.32895	6.89206	3.76585
6.2	5.49942	7.09032	3.90852
6.25	5.67304	7.29207	4.054
6.3	5.84942	7.49688	4.20196
6.35	6.02818	7.70432	4.35203
6.4	6.20891	7.91395	4.50387
6.45	6.39119	8.12529	4.65709
6.5	6.57461	8.33789	4.81132
6.55	6.75872	8.55126	4.96618
6.6	6.94308	8.7649	5.12126
6.65	7.12725	8.97833	5.27616
6.7	7.31076	9.19104	5.43049
6.75	7.49317	9.40252	5.58382
6.8	7.67401	9.61227	5.73575
6.85	7.85281	9.81976	5.88587
6.9	8.02912	10.0245	6.03375
6.95	8.20246	10.2259	6.17899
7	8.37238	10.4236	6.32118
7.05	8.53843	10.617	6.4599
7.1	8.70014	10.8055	6.59476
7.15	8.85708	10.9888	6.72535
7.2	9.00881	11.1663	6.85129
7.25	9.15489	11.3376	6.97219
7.3	9.29491	11.5021	7.08768
7.35	9.42846	11.6595	7.19739
7.4	9.55515	11.8093	7.30097
7.45	9.67459	11.9511	7.39809
7.5	9.78643	12.0844	7.48841
7.55	9.89031	12.209	7.57163
7.6	9.9859	12.3244	7.64745
7.65	10.0729	12.4302	7.7156
7.7	10.151	12.5262	7.7758
7.75	10.22	12.6121	7.82783
7.8	10.2795	12.6875	7.87145
7.85	10.3294	12.7523	7.90648
7.9	10.3694	12.8062	7.93271
7.95	10.3995	12.849	7.95001
8	10.4194	12.8805	7.95822
8.05	10.429	12.9007	7.95725
8.1	10.4281	12.9093	7.94699
8.15	10.4169	12.9063	7.92739
8.2	10.3951	12.8917	7.8984
8.25	10.3628	12.8655	7.86001
8.3	10.3199	12.8276	7.81224
8.35	10.2666	12.7781	7.75511
8.4	10.2029	12.7171	7.68868
8.45	10.1289	12.6447	7.61306
8.5	10.0447	12.561	7.52834
8.55	9.95043	12.4662	7.43467
8.6	9.84635	12.3605	7.33221
8.65	9.73265	12.2441	7.22117
8.7	9.60957	12.1174	7.10174
8.75	9.47738	11.9806	6.97417
8.8	9.33636	11.834	6.83874
8.85	9.18686	11.678	6.69572
8.9	9.02921	11.513	6.54543
8.95	8.8638	11.3394	6.3882
9	8.69103	11.1576	6.22441
9.05	8.51131	10.9682	6.05442
9.1	8.32511	10.7716	5.87863
9.15	8.13288	10.5683	5.69746
9.2	7.93513	10.3589	5.51136
9.25	7.73236	10.1439	5.32078
9.3	7.5251	9.92399	5.1262
9.35	7.31389	9.6997	4.92809
9.4	7.09931	9.47166	4.72697
9.45	6.88194	9.24052	4.52335
9.5	6.66235	9.00694	4.31775
9.55	6.44115	8.77158	4.11072
9.6	6.21897	8.53512	3.90281
9.65	5.99641	8.29826	3.69456
9.7	5.77411	8.06167	3.48655
9.75	5.55271	7.82608	3.27933
9.8	5.33283	7.59218	3.07348
9.85	5.11513	7.36069	2.86957
9.9	4.90024	7.13231	2.66817
9.95	4.6888	6.90775	2.46985
10	4.48145	6.68771	2.27518
10.05	4.27882	6.47291	2.08473
10.1	4.08153	6.26402	1.89905
10.15	3.89021	6.06173	1.71869
10.2	3.70546	5.86672	1.5442
10.25	3.52787	5.67963	1.37611
10.3	3.35802	5.50112	1.21493
10.35	3.19649	5.33182	1.06117
10.4	3.04382	5.17232	0.915323
10.45	2.90055	5.02323	0.777865
10.5	2.76718	4.8851	0.64925
10.55	2.6442	4.75848	0.529918
10.6	2.53209	4.64389	0.420283
10.65	2.43128	4.54181	0.320742
10.7	2.34219	4.45271	0.231667
10.75	2.26521	4.37702	0.153405
10.8	2.20071	4.31514	0.0862782
10.85	2.14901	4.26743	0.0305833
10.9	2.11041	4.23423	-0.0134117
10.95	2.08518	4.21583	-0.0454666
11	2.07356	4.2125	-0.0653708
11.05	2.07576	4.22446	-0.0729437
11.1	2.09193	4.2519	-0.0680356
11.15	2.12221	4.29496	-0.0505282
11.2	2.16671	4.35375	-0.0203354
11.25	2.22546	4.42833	0.0225963
11.3	2.29851	4.51874	0.0782877
11.35	2.38584	4.62495	0.146726
11.4	2.48739	4.74692	0.227865
11.45	2.60308	4.88453	0.321625
11.5	2.73277	5.03765	0.427891
11.55	2.87631	5.20609	0.546518
11.6	3.03348	5.38964	0.677323
11.65	3.20406	5.58802	0.820093
11.7	3.38776	5.80093	0.974579
11.75	3.58426	6.02803	1.1405
11.8	3.79323	6.26891	1.31755
11.85	4.01427	6.52317	1.50538
11.9	4.24697	6.79032	1.70361
11.95	4.49086	7.06988	1.91184
12	4.74547	7.3613	2.12964
12.05	5.01027	7.664	2.35654
12.1	5.28472	7.97738	2.59206
12.15	5.56823	8.3008	2.83567
12.2	5.86021	8.63359	3.08683
12.25	6.16001	8.97504	3.34498
12.3	6.46697	9.32442	3.60952
12.35	6.78042	9.68098	3.87985
12.4	7.09964	10.0439	4.15534
12.45	7.42391	10.4125	4.43534
12.5	7.75249	10.7858	4.71919
12.55	8.08461	11.163	5.00619
12.6	8.41949	11.5433	5.29567
12.65	8.75636	11.9258	5.58691
12.7	9.09439	12.3096	5.8792
12.75	9.43279	12.6938	6.17181
12.8	9.77074	13.0775	6.46402
12.85	10.1074	13.4597	6.75509
12.9	10.442	13.8397	7.04428
12.95	10.7736	14.2164	7.33085
13	11.1015	14.5889	7.61408
13.05	11.4248	14.9564	7.89321
13.1	11.7427	15.3179	8.16753
13.15	12.0544	15.6725	8.43632
13.2	12.3591	16.0194	8.69886
13.25	12.6561	16.3577	8.95445
13.3	12.9444	16.6865	9.2024
13.35	13.2235	17.005	9.44204
13.4	13.4925	17.3124	9.67271
13.45	13.7508	17.6078	9.89377
13.5	13.9976	17.8906	10.1046
13.55	14.2323	18.16	10.3046
13.6	14.4542	18.4152	10.4932
13.65	14.6628	18.6557	10.6699
13.7	14.8574	18.8806	10.8341
13.75	15.0375	19.0895	10.9854
13.8	15.2025	19.2818	11.1232
13.85	15.3521	19.4569	11.2472
13.9	15.4857	19.6144	11.357
13.95	15.6029	19.7537	11.4521
14	15.7034	19.8745	11.5324
14.05	15.7869	19.9764	11.5973
14.1	15.853	20.0592	11.6468
14.15	15.9015	20.1224	11.6806
14.2	15.9323	20.166	11.6986
14.25	15.9451	20.1897	11.7005
14.3	15.9399	20.1935	11.6863
14.35	15.9165	20.1771	11.6559
14.4	15.875	20.1408	11.6093
14.45	15.8155	20.0843	11.5466
14.5	15.7379	20.008	11.4678
14.55	15.6424	19.9118	11.373
14.6	15.5292	19.796	11.2624
14.65	15.3985	19.6608	11.1362
14.7	15.2505	19.5065	10.9945
14.75	15.0856	19.3335	10.8377
14.8	14.9041	19.1421	10.6662
14.85	14.7065	18.9328	10.4802
14.9	14.4931	18.7061	10.2801
14.95	14.2644	18.4624	10.0664
15	14.0211	18.2026	9.8396
15.05	13.7636	17.927	9.60016
15.1	13.4925	17.6365	9.34863
15.15	13.2086	17.3317	9.08561
15.2	12.9125	17.0134	8.8117
15.25	12.605	16.6824	8.52755
15.3	12.2867	16.3396	8.23384
15.35	11.9585	15.9857	7.93128
15.4	11.6212	15.6218	7.62059
15.45	11.2757	15.2488	7.30254
15.5	10.9228	14.8676	6.97791
15.55	10.5634	14.4793	6.6475
15.6	10.1985	14.0848	6.31214
15.65	9.82894	13.6852	5.97268
15.7	9.45578	13.2816	5.62996
15.75	9.07994	12.875	5.28486
15.8	8.70244	12.4666	4.93826
15.85	8.32425	12.0574	4.59106
15.9	7.9464	11.6486	4.24416
15.95	7.56989	11.2413	3.89845


0.07	16.3868	18.3865	14.3872
0.12	10.6981	12.1426	9.25357
0.17	8.44455	9.67225	7.21685
0.22	7.28405	8.40259	6.16552
0.27	6.60934	7.66656	5.55213
0.32	6.19271	7.21402	5.17141
0.37	5.92953	6.93004	4.92902
0.42	5.765	6.75443	4.77557
0.47	5.66763	6.6526	4.68266
0.52	5.61805	6.60326	4.63284
0.57	5.60368	6.5926	4.61476
0.62	5.61601	6.61127	4.62075
0.67	5.64905	6.65269	4.64542
0.72	5.6985	6.71213	4.68487
0.77	5.76115	6.78608	4.73623
0.82	5.8346	6.87188	4.79731
0.87	5.91697	6.96749	4.86645
0.92	6.00682	7.07131	4.94233
0.97	6.10299	7.18208	5.0239
1.02	6.20454	7.29876	5.11033
1.07	6.31073	7.42053	5.20093
1.12	6.42093	7.54671	5.29516
1.17	6.53464	7.67673	5.39254
1.22	6.6514	7.81013	5.49268
1.27	6.77088	7.94649	5.59527
1.32	6.89275	8.0855	5.70001
1.37	7.01677	8.22684	5.80669
1.42	7.14269	8.37029	5.91508
1.47	7.27032	8.51562	6.02502
1.52	7.3995	8.66265	6.13636
1.57	7.53008	8.81121	6.24895
1.62	7.66193	8.96117	6.36269
1.67	7.79494	9.1124	6.47747
1.72	7.92899	9.26479	6.5932
1.77	8.06402	9.41823	6.70981
1.82	8.19993	9.57265	6.8272
1.87	8.33665	9.72796	6.94534
1.92	8.47412	9.8841	7.06415
1.97	8.61229	10.041	7.18358
2.02	8.7511	10.1986	7.3036
2.07	8.8905	10.3569	7.42415
2.12	9.03046	10.5157	7.5452
2.17	9.17094	10.6752	7.66671
2.22	9.31189	10.8351	7.78866
2.27	9.45329	10.9956	7.91101
2.32	9.59511	11.1565	8.03374
2.37	9.73733	11.3178	8.15683
2.42	9.87991	11.4796	8.28024
2.47	10.0228	11.6417	8.40397
2.52	10.1661	11.8042	8.52799
2.57	10.3097	11.967	8.65229
2.62	10.4535	12.1302	8.77685
2.67	10.5976	12.2936	8.90166
2.72	10.742	12.4573	9.0267
2.77	10.8866	12.6213	9.15195
2.82	11.0315	12.7856	9.27742
2.87	11.1766	12.9501	9.40308
2.92	11.3219	13.1148	9.52893
2.97	11.4673	13.2797	9.65496


